Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
OTVA.SEA2AA1,1971.06,369.13577628,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1972.06,376.3982847725,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1973.06,415.5907874775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1974.06,375.020912475,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1975.06,400.8153391725,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1976.06,474.44214937,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1977.06,554.9558210625,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1978.06,483.83332414,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1979.06,527.157943745,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1980.06,464.80054327,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1981.06,496.8557531525,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1982.06,500.8626543875,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1983.06,567.3521717575,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1984.06,401.0657705025,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1985.06,478.9499132575,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1986.06,412.9612585425,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1987.06,603.5394985375,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1988.06,600.283891285,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1989.06,678.5436810325,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1990.06,499.330640745,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1991.06,607.2389953175,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1992.06,641.5117746,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1993.06,637.100426775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1994.06,673.0698782975,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1995.06,663.39884652,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1996.06,718.7103616,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1997.06,719.3890304925,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1998.06,767.5302624975,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1999.06,620.716152015,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2000.06,665.185439845,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2001.06,690.2062252675,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2002.06,699.313666945,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2003.06,758.813709125,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2004.06,900.023587125,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2005.06,875.276826731016,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2006.06,836.455947925,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2007.06,796.728602825,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2008.06,805.043268425,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2009.06,844.0143446,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2010.06,879.032931125,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2011.06,851.706758775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2012.06,839.562128775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2013.06,885.426317225,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2014.06,913.437765291623,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2015.06,971.35579045,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2016.06,997.394819245863,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2017.06,917.188835701988,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2018.06,960.787289799865,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2019.06,1064.63205425279,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2020.06,1057.99787255966,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2021.06,1116.9949501059,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2022.06,1114.45569971513,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2023.06,1134.73049473092,PROVISIONAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1982.06,666.65967499,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1983.06,861.6576299125,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1984.06,863.1576141925,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1985.06,845.1578029775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1986.06,767.8252806675,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1987.06,894.3239539875,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1988.06,788.3250656775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1989.06,770.1585895275,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1990.06,701.4626433175,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1991.06,673.16544009,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1992.06,823.121367415,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1993.06,735.534785985,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1994.06,671.43295826,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1995.06,746.3146729275,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1996.06,796.5566460075,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1997.06,786.93174695,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1998.06,827.1637101675,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1999.06,781.88864284,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2000.06,857.8544749675,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2001.06,915.027239145,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2002.06,880.33836607,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2003.06,905.9973022,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2004.06,927.909577825,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2005.06,885.23768362371,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2006.06,922.356058125,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2007.06,1028.327601875,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2008.06,1005.20288235,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2009.06,962.521424525,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2010.06,998.34368715,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2011.06,852.107658625,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2012.06,780.091402575,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2013.06,949.426313375,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2014.06,938.234115366151,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2015.06,919.1352996,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2016.06,986.39718509317,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2017.06,910.913707211524,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2018.06,936.770352773297,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2019.06,939.038147940418,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2020.06,892.995170198195,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2021.06,948.738312313357,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2022.06,863.083201097365,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2023.06,914.59498715536,PROVISIONAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1971.06,689.88503321,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1972.06,724.115969975,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1973.06,726.9372010275,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1974.06,573.650313875,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1975.06,629.3226066325,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1976.06,683.3021607575,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1977.06,663.1773792525,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1978.06,643.42876189,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1979.06,759.0992350175,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1980.06,684.0544890375,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1981.06,829.4419292425,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1982.06,752.3282804925,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1983.06,893.2017510125,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1984.06,926.1161132775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1985.06,905.99133179,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1986.06,835.0843913475,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1987.06,951.131028625,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1988.06,838.8460327525,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1989.06,825.6802878425,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1990.06,734.1576716975,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1991.06,730.02738944,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1992.06,869.4244157,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1993.06,776.0800366375,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1994.06,712.6802039475,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1995.06,784.5471152675,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1996.06,857.240083045,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1997.06,842.164552795,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1998.06,871.3741049775,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1999.06,814.26883852,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2000.06,888.211089895,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2001.06,944.4781291275,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2002.06,910.613122895,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2003.06,929.769595675,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2004.06,956.217909375,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2005.06,917.001152754988,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2006.06,948.296716225,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
